"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Uzbekistan","UZB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","600","590","570","580","600","610","620","650","630","560","450","420","460","530","610","770","980","1150","1370","1650","2020","2270","2470","2600","2660","2350","2020","1800",
"St. Vincent and the Grenadines","VCT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","180","160","170","180","180","170","190","190","210","220","300","310","340","370","390","460","560","710","830","960","1030","1090","1200","1330","1450","1660","1950","2030","2110","2230","2540","2680","2640","2890","3000","3070","3190","3310","3470","3650","3950","4380","4730","4960","5470","5910","6260","6320","6090","6130","6400","6560","6390","6560","6800","6970","7340","7460",
"Venezuela, RB","VEN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","960","990","950","890","820","840","900","910","980","1010","1120","1340","1720","2140","2470","2600","2790","3180","3610","4100","4050","3780","3640","3520","3610","3350","3400","2560","2670","2690","2870","2850","2740","3040","3100","3470","3420","3570","4120","4600","3990","3490","4110","4980","6130","7630","9400","10380","11810","11980","12710","11970","13080","","","","","",
"British Virgin Islands","VGB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","210","130","110","130","160","190","250","300","330","340","360","410","430","450","500","580","630","720","840","980","1010","1250","1370","1540","1720","1880","1970","2080","2120","2360","2540",
"Vanuatu","VUT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","850","800","810","860","960","980","860","990","1090","1200","1090","1120","1210","1170","1270","1280","1310","1420","1420","1430","1370","1230","1360","1590","1780","1990","2130","2540","2620","2690","2850","2930","3160","3120","2910","2850","2880","3110","3170",
"World","WLD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","482.888586161179","509.927266192342","546.357519874164","588.037809869595","630.684620512897","657.833577891768","706.137534016859","761.769401010941","804.082071818536","866.456118978648","975.741882815329","1180.01786129173","1381.43800155827","1546.50138531071","1623.19020322465","1719.18996533661","1929.51272229176","2278.86044988751","2609.59835219559","2712.50327016717","2581.2174102768","2450.64734849656","2495.71808752175","2575.92940944169","2839.76010158988","3311.49451257915","3909.22590594941","4057.32558213039","4208.80788421642","4357.61041137538","4670.28422393921","4748.18894466788","4941.05680236298","5239.24282527841","5489.5479679957","5535.52359099194","5302.86770897116","5308.15292989984","5491.18227277889","5468.03935947001","5427.00876675934","5829.01637854767","6642.42965025752","7360.95120266233","7852.88809875476","8371.27403240169","8960.70724536397","8990.7014738002","9420.30524101764","9909.72881334202","10504.5782142819","10884.0198601937","11005.4854956551","10672.7569432453","10412.4577308076","10477.3137512247","11159.867283572","11569.8377986724",
"Samoa","WSM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","510","480","500","530","550","580","570","540","","","","","","","","","","","1520","1660","1990","2320","2560","2850","3060","3030","3230","3520","3660","3800","3820","3960","4110","4060","4020","4180",
"Kosovo","XKX","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1940","2270","2470","2690","3070","3290","3420","3640","3780","3960","4020","4010","3970","3970","4340","4640",
"Yemen, Rep.","YEM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","510","460","380","320","300","330","370","380","430","480","520","550","610","700","810","890","1010","1100","1200","1080","1260","1440","1460","1150","1070","970","940","",
"South Africa","ZAF","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","460","490","520","560","590","650","690","740","800","870","920","1110","1400","1610","1560","1500","1610","1940","2500","2880","2770","2520","2460","2130","1990","2210","2670","2830","2860","3000","3250","3380","3510","3640","3660","3600","3230","3130","3070","2860","2670","2920","3720","4990","5630","5910","5980","5850","6190","6990","7570","7350","6760","6050","5470","5410","5750","6040",
"Zambia","ZMB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","190","190","210","270","280","330","370","410","450","440","440","450","580","590","570","500","490","510","610","690","610","500","420","340","250","260","330","400","430","390","360","380","350","380","400","400","360","350","330","350","360","410","460","560","720","900","1180","1280","1340","1420","1690","1760","1800","1580","1370","1300","1460","1450",
"Zimbabwe","ZWE","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","270","270","260","280","280","300","300","340","400","410","450","530","670","730","710","650","650","730","900","1060","1040","960","830","740","690","700","810","840","860","850","700","640","630","620","690","700","620","570","510","540","490","440","450","460","440","420","330","420","630","920","1110","1210","1260","1280","1290","1360","1530","1390",
